identifier,serie,title,date,langue
oai:persee:article/ofce_0751-6614_1982_num_1_1_920,Revue de l'OFCE,Summaries in english,1982,fre
oai:persee:article/ofce_0751-6614_1983_num_3_1_933,Revue de l'OFCE,Relations historiques entre l'intensité des commerces extérieurs et la croissance des produits nationaux,1983,fre
oai:persee:article/ofce_0751-6614_1982_num_2_1_930,Revue de l'OFCE,Cahier de graphiques,1982,fre
oai:persee:article/rebyz_0258-2880_1944_num_2_1_914,Revue des études byzantines,L'affaire de Léon de Chalcédoine : le chrysobulle d'Alexis Ier sur les biens sacrés,1944,fre
oai:persee:article/rebyz_0258-2880_1944_num_2_1_2006,Revue des études byzantines,Notes et nouvelles bibliographiques,1944,fre
oai:persee:article/rebyz_0258-2880_1945_num_3_1_924,Revue des études byzantines,Deux églises byzantines d'après les sermons peu connus de Léon VI le Sage,1945,fre
oai:persee:article/reg_0035-2039_1936_num_49_229_2757_t1_0094_0000_3,Revue des Études Grecques,"5. Amundsen (Leiv). Greek ostraca in the University of Michigan collection. Part. I. Texts. Ann Arbor, University of Michigan Press, 1935",1936,fre
oai:persee:article/reg_0035-2039_1951_num_64_299_3228_t1_0335_0000_2,Revue des Études Grecques,"4. Yavis (C. G.). Greek Altars. Origins and Typology. Saint-Louis University Press, 1949 (Saint-Louis University Studies Monograph Series, Humanities, N°1)",1951,fre
oai:persee:article/reg_0035-2039_1951_num_64_302_3254_t2_0524_0000_2,Revue des Études Grecques,"74. Demostene. Per Alonneso. Introduzione, testo e commento a cura di T. Tommassetti-Gusmano (I Classici della Nuova Italia, diretti da C. Gallavotti. 28). Firenze, La Nuova Italia. 1950",1951,fre
oai:persee:article/rjuiv_0484-8616_1880_num_1_1_3184,Revue des études juives,L'émancipation des Juifs devant la Société royale des Sciences et Arts de Metz en 1787 et M. Rœderer,1880,fre
oai:persee:article/rjuiv_0484-8616_1880_num_1_1_6298_t2_0137_0000_2,Revue des études juives,"Opuscules et traités d'Abou 'l Walid Merwan ibn Djjanah de Cordoue, texte arabe publié avec une traduction française par Joseph Derenbourg et Hartwig Derenbourg, 1880",1880,fre
oai:persee:article/rjuiv_0484-8616_1880_num_1_1_6298_t2_0140_0000_5,Revue des études juives,"Guillaume d'Auvergne, évêque de Paris (1228-1249), sa vie et ses ouvrages ; thèse de doctorat présentée à la Faculté des lettres de Paris, par M. Noël Valois, licencié ès lettres et en droit, archiviste-paléographe, 1880",1880,fre
oai:persee:article/slave_0080-2557_1992_num_64_4_6077,Revue des études slaves,"Mise en abîme : Платонов, Золя и поэтика труда",1992,fre
oai:persee:article/slave_0080-2557_1992_num_64_2_6050,Revue des études slaves,Lettre à la Rédaction,1992,fre
oai:persee:article/slave_0080-2557_1992_num_64_1_6030,Revue des études slaves,« L'ivresse du succès » : les cadres russes et le pouvoir soviétique durant les campagnes de collectivisation de l'agriculture,1992,fre
oai:persee:article/remmm_0035-1474_1966_num_2_1_2386,Revue des mondes musulmans et de la Méditerranée,Sommaire,1966,fre
oai:persee:article/remmm_0035-1474_1966_num_1_1_926,Revue des mondes musulmans et de la Méditerranée,"Roger Le Tourneau, La vie quotidienne à Fès en 1900",1966,fre
oai:persee:article/remmm_0035-1474_1966_num_1_1_909,Revue des mondes musulmans et de la Méditerranée,Liminaire,1966,fre
oai:persee:article/caf_1149-1590_1988_num_14_1_1341,Revue des politiques sociales et familiales,La pauvreté : Introduction,1988,fre
oai:persee:article/caf_1149-1590_1985_num_2_1_1195,Revue des politiques sociales et familiales,Sur le thème Activité féminine - Vie familiale,1985,fre
oai:persee:article/caf_1149-1590_1986_num_6_1_1252,Revue des politiques sociales et familiales,Annonces de colloques,1986,fre
oai:persee:article/rscir_0035-2217_1921_num_1_2_1133,Revue des Sciences Religieuses,L'insertion du « Memento » des morts au canon romain de la messe,1921,fre
oai:persee:article/rscir_0035-2217_1921_num_1_4_1153,Revue des Sciences Religieuses,La Divine Comédie : l'épopée de la communion des saints,1921,fre
oai:persee:article/rscir_0035-2217_1921_num_1_3_1150_t1_0292_0000_1,Revue des Sciences Religieuses,"Dr M. Laros, Kardinal Newman, 1920",1921,fre
oai:persee:article/revss_0336-1578_1973_num_2_1_3218,Revue des Sciences Sociales,La scolarisation en Alsace,1973,fre
oai:persee:article/revss_0336-1578_1973_num_2_1_3220,Revue des Sciences Sociales,"Réalité, phantasme et symbolique de la mort en milieu tsigane",1973,fre
oai:persee:article/revss_0336-1578_1972_num_1_1_865,Revue des Sciences Sociales,Représentations des juifs dans l'art médiéval en Alsace. Texte,1972,fre
oai:persee:article/rnord_0035-2624_1914_num_5_18_5346_t1_0175_0000_2,Revue du Nord,"Fierens-Gevaert — La peinture au Musée ancien de Bruxelles, 1913",1914,fre
oai:persee:article/rnord_0035-2624_1932_num_18_72_1590_t1_0319_0000_1,Revue du Nord,"Bloch (Marc)— Les caractères originaux de l'histoire rurale française, 1931",1932,fre
oai:persee:article/rnord_0035-2624_1922_num_8_30_5370_t1_0141_0000_1,Revue du Nord,"Bruchet (Max) — Les Monuments historiques du Nord. Notice et Bibliographie, 1922 (Tiré à part du Bulletin de la Commission historique du Nord, tome XXXI)",1922,fre
oai:persee:article/reco_0035-2764_1956_num_7_3_407181_t1_0490_0000_001,Revue économique,Marchal (Jean) - Cours d'économie politique.,1956,fre
oai:persee:article/reco_0035-2764_1956_num_7_3_407181_t1_0496_0000_001,Revue économique,"Kendrick (M.S.), Wehle (M.) - A Century and a Half of Federal Expenditures.",1956,fre
oai:persee:article/reco_0035-2764_1956_num_7_3_407173,Revue économique,Economie et société dans les sources de l'histoire religieuse,1956,fre
oai:persee:article/repig_1259-6736_1896_num_3_81_1315,Revue épigraphique,"Th. Mommsen.— Le Droit public romain, traduit de la troisième édition allemande par M. Paul-Frédéric Girard, professeur de droit romain à la Faculté de droit de Paris, tome V. Paris, 1896, librairie Thorin",1896,fre
oai:persee:article/repig_1259-6736_1897_num_3_84_1622,Revue épigraphique,L'Aquitaine à l'époque romaine,1897,fre
oai:persee:article/repig_1259-6736_1896_num_3_81_1313,Revue épigraphique,Les dieux de la Gaule. I. - Dieux de la Gaule celtique (suite : Inscriptions 1148 à 1157),1896,fre
oai:persee:article/remi_0765-0752_1985_num_1_2_1013,Revue européenne des migrations internationales,Rectificatif au n°1 de la revue,1985,fre
oai:persee:article/remi_0765-0752_1985_num_1_1_962,Revue européenne des migrations internationales,Organisations musulmanes de Belgique et insertion sociale des populations immigrées,1985,fre
oai:persee:article/remi_0765-0752_1985_num_1_1_970,Revue européenne des migrations internationales,"Immigration clandestine et bidonvilles en Guyane, les Haïtiens à Cayenne",1985,fre
oai:persee:article/rfeco_0769-0479_1986_num_1_2_1118,Revue française d'économie,Keynésianisme: le retour du balancier ?,1986,fre
oai:persee:article/rfeco_0769-0479_1986_num_1_1_1107,Revue française d'économie,Relations financières internationales et transnationales,1986,fre
oai:persee:article/rfeco_0769-0479_1986_num_1_1_1103,Revue française d'économie,Entretien,1986,fre
oai:persee:article/rfea_0397-7870_1988_num_37_1_1909_t1_0291_0000_2,Revue Française d'Etudes Américaines,Mirra Komarovsky. — Blue-Collar Marriage,1988,fre
oai:persee:article/rfea_0397-7870_1986_num_30_1_1243,Revue Française d'Etudes Américaines,Présentation,1986,fre
oai:persee:article/rfea_0397-7870_1992_num_53_1_1471,Revue Française d'Etudes Américaines,The Collapse of Difference: Dysfunctional and Inverted Celebrations in John Okada’s No-No Boy,1992,fre
oai:persee:article/rfp_0556-7807_1968_num_4_1_1903_t1_0061_0000_1,Revue française de pédagogie,Kohler (Claude). — Jeunes déficients mentaux. De l'enfance à l'âge adulte.,1968,fre
oai:persee:article/rfp_0556-7807_1968_num_4_1_1903_t1_0059_0000_1,Revue française de pédagogie,Kahnert (Veda Moses). — Le rôle du dessin et de la peinture dans la réadaptation des adolescentes.,1968,fre
oai:persee:article/rfp_0556-7807_1967_num_1_1_1009,Revue française de pédagogie,"Compensatory education for cultural deprivation, B. S. Bloom, A. Davis, R. Hess. 1965.",1967,fre
oai:persee:article/rfsp_0035-2950_1951_num_1_3_392081,Revue française de science politique,La conception du pouvoir politique dans le Plan Schuman,1951,fre
oai:persee:article/rfsp_0035-2950_1951_num_1_1_392070,Revue française de science politique,"L'information, clef de la démocratie.",1951,fre
oai:persee:article/rfsp_0035-2950_1951_num_1_3_392087,Revue française de science politique,Le développement des partis politiques allemands depuis la fondation de la République fédérale.,1951,fre
oai:persee:article/rfsoc_0035-2969_1960_num_1_1_1737,Revue française de sociologie,Le concept de « carrière »,1960,fre
oai:persee:article/rfsoc_0035-2969_1960_num_1_1_1736,Revue française de sociologie,Coopération et compétition dans des petits groupes,1960,fre
oai:persee:article/rfsoc_0035-2969_1960_num_1_1_1746,Revue française de sociologie,Une enquête française sur les aspects sociaux de l'automation,1960,fre
oai:persee:article/rgest_0035-3213_1963_num_3_3_2150,Revue Géographique de l'Est,Remarques sur la forêt en Côte-d'Or,1963,fre
oai:persee:article/rgest_0035-3213_1961_num_1_1_1764,Revue Géographique de l'Est,Recherches sur la géographie de l'Alsace,1961,fre
oai:persee:article/rgest_0035-3213_1961_num_1_2_2391,Revue Géographique de l'Est,L'institut de Géographie de Dijon en 1960,1961,fre
oai:persee:article/rgpso_0035-3221_1931_num_2_1_4004,Revue géographique des Pyrénées et du Sud-Ouest. Sud-Ouest Européen,Les régions privées d'écoulement vers la mer en Espagne,1931,fre
oai:persee:article/rgpso_0035-3221_1934_num_5_2_4139,Revue géographique des Pyrénées et du Sud-Ouest. Sud-Ouest Européen,L'activité maritime de Barcelone,1934,fre
oai:persee:article/rgpso_0035-3221_1932_num_3_2_4060,Revue géographique des Pyrénées et du Sud-Ouest. Sud-Ouest Européen,L'énergie électrique du Rouergue et l'électrification rurale de l'Aveyron,1932,fre
oai:persee:article/rhbg_0242-6838_1908_num_1_2_2155,Revue historique de Bordeaux et du département de la Gironde,Le tombeau de la Maréchale Moreau à la Chartreuse,1908,fre
oai:persee:article/rhbg_0242-6838_1908_num_1_2_2156,Revue historique de Bordeaux et du département de la Gironde,Éphémérides,1908,fre
oai:persee:article/rhbg_0242-6838_1908_num_1_2_2153,Revue historique de Bordeaux et du département de la Gironde,"Bordeaux au XVIIIe siècle : Le roi d’Espagne à Blaye, Bordeaux et Bazas (1700-1701) (Suite et fin)",1908,fre
oai:persee:article/rhita_0080-2603_1930_num_1_1_905,Revue hittite et asianique,"Remarques sur l’inscription de Telibinou : Taharwili, Tourouhsou, Tanouwa",1930,fre
oai:persee:article/rhita_0080-2603_1930_num_1_1_908_t2_0037_0000_2,Revue hittite et asianique,"Albrecht Götze. Neue Bruchstücke zum grossen Text des Hattušiliš und den Paralleltexten. (Hethitische Texte in Umschrift, mit Uebersetzung und Erläuterungen, herausgegeben von Ferdinand Sommer, V = MVÄG 34,2), Leipzig, Hinrichs, 1930",1930,fre
oai:persee:article/rhita_0080-2603_1930_num_1_1_902,Revue hittite et asianique,Portrait de S. Exc. Moustapha Kemal,1930,fre
oai:persee:article/rio_0995-872x_1947_num_1_1_961,Revue internationale d'onomastique,Les études d’onomastique en France depuis 1939,1947,fre
oai:persee:article/rio_0995-872x_1947_num_1_1_2306_t1_0077_0000_1,Revue internationale d'onomastique,"Carlo Battisti, Italiani e tedeschi nell’Alto Adige (Archivio per l’Alto Adige, Gleno, t. XL, mai 1945.)",1947,fre
oai:persee:article/rio_0995-872x_1947_num_1_1_959,Revue internationale d'onomastique,Noms de famille normands formés sur un prénom féminin,1947,fre
oai:persee:article/ridc_0035-3337_1949_num_1_1_18849,Revue internationale de droit comparé,Conférence de l'Inter-American Bar Association,1949,fre
oai:persee:article/ridc_0035-3337_1949_num_1_1_18846,Revue internationale de droit comparé,La Conférence Interparlementaire de Rome et la déclaration sur les principes de morale internationale,1949,fre
oai:persee:article/ridc_0035-3337_1949_num_1_1_18838,Revue internationale de droit comparé,Le droit international privé dans le Code civil hellénique,1949,fre
oai:persee:article/revin_1775-6014_1881_num_1_1_1491,Revue internationale de l'enseignement,Nouvelles et informations,1881,fre
oai:persee:article/revin_1775-6014_1881_num_1_1_1482,Revue internationale de l'enseignement,L’enseignement de la littérature française dans les facultés des lettres,1881,fre
oai:persee:article/revin_1775-6014_1881_num_1_1_1475,Revue internationale de l'enseignement,Correspondance internationale,1881,fre
oai:persee:article/rjenv_0397-0299_1976_num_1_3_1095,Revue Juridique de l'Environnement,"Prévention, sanction et réparation du dommage de pollution résultant d'opérations sur le plateau continental en droit français",1976,fre
oai:persee:article/rjenv_0397-0299_1977_num_2_1_1226,Revue Juridique de l'Environnement,Liste des sites inscrits au cours de l'année 1975,1977,fre
oai:persee:article/rjenv_0397-0299_1976_num_1_1_1005,Revue Juridique de l'Environnement,Tribunal Administratif de Strasbourg - 6 juin 1975 : Ep. Ott Hubert et autres contre préfet du Bas-Rhin. Avec note,1976,fre
oai:persee:article/juro_0243-9069_1977_num_1_1_3288,Revue Juridique de l'Ouest,VENTE / Obligation de délivrance,1977,fre
oai:persee:article/juro_0243-9069_1978_num_2_2_3564,Revue Juridique de l'Ouest,URBANISME / Servitude / Indemnisation,1978,fre
oai:persee:article/juro_0243-9069_1978_num_2_2_3523,Revue Juridique de l'Ouest,ENTREPRISE / Chef d'entreprise / Pouvoirs / Pouvoir réglementaire / Pouvoir disciplinaire / Procédure / Non-respect / Sanction / Nullité,1978,fre
oai:persee:article/phlou_0776-5541_1894_num_1_2_1370,Revue Philosophique de Louvain,La théorie de Weismann et la philosophie de la nature,1894,fre
oai:persee:article/phlou_0776-5541_1894_num_1_1_3072,Revue Philosophique de Louvain,Revue des revues,1894,fre
oai:persee:article/phlou_0776-5541_1894_num_1_2_1371,Revue Philosophique de Louvain,Philosophie et Sciences dans l'étude du monde inorganique,1894,fre
oai:persee:article/rqdi_0828-9999_1984_num_1_1_1587,Revue Québécoise de droit international,L'application aux gouvernements et administrations régionaux et locaux de l'Accord général sur les tarifs douaniers et le commerce et des accords et décisions issus des négociations commerciales multilatérales,1984,fre
oai:persee:article/rqdi_0828-9999_1985_num_2_1_1621,Revue Québécoise de droit international,II. — Jurisprudence (droit international public et droit international privé),1985,fre
oai:persee:article/rqdi_0828-9999_1985_num_2_1_2063,Revue Québécoise de droit international,Index pour l'année 1985,1985,fre
oai:persee:article/russe_1161-0557_2011_num_37_1_2476_t1_0160_0000_5,Revue Russe,"A. H. Бурмейстер [Alexandre Bourmeyster], Духовность и Просвещение : y истоков русского самосознания [Spiritualité et Lumières : aux sources de la conscience russe de soi-même]. , 2010",2011,fre
oai:persee:article/russe_1161-0557_2011_num_37_1_2478_t1_0164_0000_1,Revue Russe,"Русская деревня в рассказах ее жителей [La campagne russe dans les récits de ses habitants], édité par L. Kasatkin. 2009",2011,fre
oai:persee:article/russe_1161-0557_2011_num_37_1_2467,Revue Russe,La Russie et l'Europe : l'autoconstruction de l'image à travers les discours médiatiques russes,2011,fre
oai:persee:article/thlou_0080-2654_2000_num_31_1_3062_t1_0104_0000_2,Revue théologique de Louvain,"Dominique Lambert, Sciences et théologie. Les figures d'un dialogue (coll. Donner raison, 4), 1999",2000,fre
oai:persee:article/thlou_0080-2654_1992_num_23_3_2580_t1_0390_0000_2,Revue théologique de Louvain,"Boèce, Courts traités de théologie. Opuscula sacra. Textes traduits, présentés et annotés par Hélène Merle (coll. Sagesses chrétiennes). 1991",1992,fre
oai:persee:article/thlou_0080-2654_1998_num_29_1_2930_t1_0115_0000_1,Revue théologique de Louvain,"P.L. Dubied, Apprendre Dieu à l'adolescence (coll. Pratiques, 9), 1992",1998,fre
oai:persee:article/tiers_0040-7356_1960_num_1_1_1184,Revue Tiers Monde,Interventions,1960,fre
oai:persee:article/tiers_0040-7356_1960_num_1_1_1187,Revue Tiers Monde,Facteurs sociologiques de la planification de l'éducation,1960,fre
oai:persee:article/tiers_0040-7356_1960_num_1_1_1198,Revue Tiers Monde,Importance et valeur des examens dans leurs rapports avec le développement économique et social,1960,fre
oai:persee:article/roma_0035-8029_1873_num_2_5_6626,Romania,Odierne,1873,fre
oai:persee:article/roma_0035-8029_1873_num_2_6_6637_t1_0261_0000_1,Romania,"Zum normannischen Rolandsliede. Inaugural-Dissertation zur Erlangung der philosophischen Doctorwürde der Georgia-Augusta zu Goettingen, vos Hans Lobschhorn, 1873",1873,fre
oai:persee:article/roma_0035-8029_1873_num_2_5_6628_t1_0141_0000_2,Romania,"III. Jahrbuch für romanische und englischk Sprache Literatur, Nouvelle série, I, 1",1873,fre
oai:persee:article/roman_0048-8593_1971_num_1_1_5383,Romantisme,Chimères du rythme : « Myrtho »,1971,fre
oai:persee:article/roman_0048-8593_1971_num_1_1_5375,Romantisme,Traduire Shakespeare,1971,fre
oai:persee:article/roman_0048-8593_1971_num_1_1_5363,Romantisme,Pour Romantisme,1971,fre
oai:persee:article/salam_0000-0000_1973_ant_4_1_870,Salamine de Chypre,Chapitre premier. — Le calathos chypriote au XIe s. av. J.-C. et la décoration figurée,1973,fre
oai:persee:article/salam_0000-0000_1973_ant_4_1_886,Salamine de Chypre,Table des figures,1973,fre
oai:persee:article/salam_0000-0000_1973_ant_4_1_876,Salamine de Chypre,Chapitre VII. — Deux figurines de terre cuite (IVe s.),1973,fre
oai:persee:article/saltu_0000-0000_1958_num_3_1_909,Salon Tunisien,"Gouaches, dessins, pastels etc.",1958,fre
oai:persee:article/saltu_0000-0000_1957_num_2_1_886,Salon Tunisien,Pages de titre,1957,fre
oai:persee:article/saltu_0000-0000_1958_num_3_1_907,Salon Tunisien,Peintures,1958,fre
oai:persee:article/oss_1634-8176_2002_num_1_2_888,"Santé, Société et Solidarité",Évolution et impact de l’incapacité chez les personnes âgées selon l’enquête québécoise sur les limitations d’activités,2002,fre
oai:persee:article/oss_1634-8176_2002_num_1_2_900,"Santé, Société et Solidarité",Le réseau de services intégrés aux aînés des Bois-Francs : un changement des pratiques cliniques et de gestion,2002,fre
oai:persee:article/oss_1634-8176_2002_num_1_1_879,"Santé, Société et Solidarité",Santé et Vieillissement : Thème d'un des prochains séminaires franco-québécois,2002,fre
oai:persee:article/sgeol_0037-2560_1928_num_1_3_1094,"Sciences Géologiques, bulletins et mémoires",La Terrasse à berge haute du Rhin moyen (Planche X),1928,fre
oai:persee:article/sgeol_0037-2560_1933_num_2_1_1101,"Sciences Géologiques, bulletins et mémoires",Notes sur les rives et les fonds du Lac noir (Planches VII et VIII),1933,fre
oai:persee:article/sgeol_0037-2560_1920_num_1_1_2406,"Sciences Géologiques, bulletins et mémoires",Cartes éditées par le Service de la Carte géologique d'Alsace et de Lorraine (1er octobre 1923),1920,fre
oai:persee:article/sosan_0294-0337_1984_num_2_1_958,Sciences sociales et santé,Prévention et médecins généralistes cherchez la cible ! (Commentaire),1984,fre
oai:persee:article/sosan_0294-0337_1984_num_2_1_959,Sciences sociales et santé,Une éternelle pléthore médicale ?,1984,fre
oai:persee:article/sosan_0294-0337_1982_num_1_1_934,Sciences sociales et santé,La protection sociale et les professionnels de santé.,1982,fre
oai:persee:article/scpob_0000-0002_1998_sem_6_1_866,Sciences-Po Bordeaux,Les actes internationaux devant le Parlement,1998,fre
oai:persee:article/scpob_0000-0002_1998_sem_6_1_880,Sciences-Po Bordeaux,[Page de titre],1998,fre
oai:persee:article/scpob_0000-0001_1990_act_2_1_858,Sciences-Po Bordeaux,Itinéraire d’un gaulliste Jean de Lipkowski,1990,fre
oai:persee:article/scoli_1253-9708_1995_act_3_1_884,"Scolia : Sciences Cognitives, Linguistiques et Intelligence Artificielle",Les formes verbales en -ant en ancien et en moyen français. Esquisse d'un projet,1995,fre
oai:persee:article/scoli_1253-9708_1994_num_2_1_871,"Scolia : Sciences Cognitives, Linguistiques et Intelligence Artificielle",Marqueur de représentation d'un discours autre,1994,fre
oai:persee:article/scoli_1253-9708_1994_num_2_1_866,"Scolia : Sciences Cognitives, Linguistiques et Intelligence Artificielle",Transcription,1994,fre
oai:persee:article/scrip_0036-9772_1948_num_2_2_3465,Scriptorium,Errata (Scriptorium I et II),1948,fre
oai:persee:article/scrip_0036-9772_1949_num_3_2_3493,Scriptorium,Index,1949,fre
oai:persee:article/scrip_0036-9772_1950_num_4_1_2281_t1_0161_0000_3,Scriptorium,"Antonii Benivienii. Ἐγκώμιον Cosmi, ad Laurentium Medicem. Reproduzione dell'autografo con proemio e transcrizione a cura di Renato Piattoli",1950,fre
oai:persee:article/xvi_1774-4466_2005_num_1_1_858,Seizième Siècle,"Thuanus ille Philiater, ou Médecins, robins, et poètes aux temps des Guerres de Religion (le cas de Jacques-Auguste de Thou)",2005,fre
oai:persee:article/xvi_1774-4466_2006_num_2_1_887,Seizième Siècle,La parodie chez Louise Labé,2006,fre
oai:persee:article/xvi_1774-4466_2006_num_2_1_890,Seizième Siècle,Bibliographie sélective,2006,fre
oai:persee:article/sevre_1169-2537_1992_num_1_1_1287,Sèvres. Revue de la Société des Amis du musée national de Céramique,Alexandre Brongniart et la quête des moyens de reproduction en couleurs,1992,fre
oai:persee:article/sevre_1169-2537_1992_num_1_1_1289,Sèvres. Revue de la Société des Amis du musée national de Céramique,Expositions,1992,fre
oai:persee:article/sevre_1169-2537_1993_num_2_1_1520,Sèvres. Revue de la Société des Amis du musée national de Céramique,Le décor imprimé dans les manufactures de faïence fine de la région parisienne au XIXe siècle (suite),1993,fre
oai:persee:article/socco_1150-1944_1990_num_3_1_963,Sociétés contemporaines,La naissance de l'agence nationale pour l'emploi. Institution et mission de service public,1990,fre
oai:persee:article/socco_1150-1944_1997_num_27_1_1460,Sociétés contemporaines,A propos du témoignage de Paule Verdet,1997,fre
oai:persee:article/socco_1150-1944_1994_num_17_1_1160,Sociétés contemporaines,Table of contents,1994,fre
oai:persee:article/sotra_0038-0296_1959_num_1_1_1299,Sociologie du travail,"William H. Jr. Whyte, L'Homme de l'organisation, traduit de l'américain par Yves Rivière, 1959.",1959,fre
oai:persee:article/sotra_0038-0296_1959_num_1_1_1005_t1_0087_0000_4,Sociologie du travail,"G. Friedmann, Problèmes d'Amérique Latine, N.R.F., 1959",1959,fre
oai:persee:article/sotra_0038-0296_1959_num_1_1_1005_t1_0092_0000_2,Sociologie du travail,"Allan Fox, A History of the National Union of Boot and Shoe Operatives, 1874-1957, 1958",1959,fre
oai:persee:article/sorci_0339-0705_1975_num_1_1_4892,Sorcières : les femmes vivent,"Journal de ma folie, Lara Jefferson. A paraître début 76 aux Editions des Femmes",1975,fre
oai:persee:article/sorci_0339-0705_1975_num_1_1_3588,Sorcières : les femmes vivent,Crédits photographiques,1975,fre
oai:persee:article/sorci_0339-0705_1975_num_1_1_4891,Sorcières : les femmes vivent,"Le mariage Berbère, Simonne Jacquemard, Ed. du Seuil",1975,fre
oai:persee:article/sohim_0398-3811_1978_edc_11_1_930,Sources d'histoire médiévale,"Itinéraire d'Anselme Adorno en Terre sainte (1470-1471). Texte édité, traduit et annoté",1978,fre
oai:persee:article/sohim_0398-3811_1993_edc_24_1_914,Sources d'histoire médiévale,"Somnium Viridarii, Tome I. Texte édité",1993,fre
oai:persee:article/sohim_0398-3811_1996_edc_27_1_917,Sources d'histoire médiévale,"Geoffroy de Vendôme, Œuvres, éditées et traduites",1996,fre
oai:persee:article/sphin_2003-170x_1897_num_1_1_884,"Sphinx : revue critique embrassant le domaine entier de 
l'égyptologie","Archeological survey of Egypt. Edited by E. L. Griffith, B. A., F. S. A. El Bersheh Part I (The Tomb of Tehtiti-PPetep) by Percy E. Newberry. With plan and measurements of the tomb by G. Willoughby Fraser F. S. A. With thirty-four plates. Special Publication of the Egypt Exploration Fund. El Bersheh Part II by F. L. Griffith, B. A., F. S. A., and Percy E. Newberry, M. R. A. S. With appendix, plans and measurements of the tombs by G. Willoughby Fraser, F. S. A. Special Publication of the Egypt Exploration Fund.",1897,fre
oai:persee:article/sphin_2003-170x_1897_num_1_1_879,"Sphinx : revue critique embrassant le domaine entier de 
l'égyptologie",Le Contre-charme,1897,fre
oai:persee:article/sphin_2003-170x_1897_num_1_1_881,"Sphinx : revue critique embrassant le domaine entier de 
l'égyptologie",Les chiens du roi Antef,1897,fre
oai:persee:article/spira_0994-3722_1989_num_1_1_1810,Spirale - Revue de recherches en éducation,Présentation,1989,fre
oai:persee:article/spira_0994-3722_1989_num_1_1_1811,Spirale - Revue de recherches en éducation,De l'émancipation intellectuelle… et du rôle de l'explication en pédagogie. Une lecture du livre de Jacques Rancière : Le maître ignorant,1989,fre
oai:persee:article/spira_0994-3722_1989_num_1_1_1813,Spirale - Revue de recherches en éducation,Comprendre le jeu scolaire,1989,fre
oai:persee:article/sracf_0769-8755_1981_ant_0_1_879,Supplément à la Revue archéologique du centre de la France,"La notion de territoire à Tours, aux IXe et Xe siècles",1981,fre
oai:persee:article/sracf_0769-8755_1985_mon_0_3_876,Supplément à la Revue archéologique du centre de la France,Anthropologie des squelettes du cimetière paroissial de Saint-Pierre-le-Puellier (XIe-XVIIe siècle),1985,fre
oai:persee:article/sracf_0769-8755_1985_mon_0_4_1287,Supplément à la Revue archéologique du centre de la France,Recherches sur Tours 3. Errata.,1985,fre
oai:persee:article/syria_0039-7946_1920_num_1_1_2856,Syria,Lampe de mosquée en cuivre ajouté au Musée du Louvre.,1920,fre
oai:persee:article/syria_0039-7946_1920_num_1_1_2845,Syria,Franz Cumont. — Études syriennes.,1920,fre
oai:persee:article/syria_0039-7946_1920_num_1_1_2853,Syria,"Frédéric Macler. — L'Évangile arménien, édition phototypique du manuscrit n° 229 de la bibliothèque d' Etchmiadzin.",1920,fre
oai:persee:article/topoi_1161-9473_1994_num_4_1_1514,Topoi. Orient-Occident,"L'Emporion, textes réunis par Alain Bresson et Pierre Rouillard, 1993",1994,fre
oai:persee:article/topoi_1161-9473_1995_num_5_2_1602,Topoi. Orient-Occident,"G. Marasco, Aspetti della politica di Marco Antonio in Oriente, 1987",1995,fre
oai:persee:article/topoi_1161-9473_1993_num_3_1_2089,Topoi. Orient-Occident,"Histoire et anthropologie : du bon usage du comparatisme : P. Millet, Lending and Borrowing in Ancient Athens, 1991",1993,fre
oai:persee:article/tcfdi_1158-3428_1956_hos_1_1_1861,Travaux du Comité français de droit international privé,Compte rendu de la séance,1956,fre
oai:persee:article/tcfdi_1158-3428_1956_hos_1_1_1758,Travaux du Comité français de droit international privé,Observations,1956,fre
oai:persee:article/tcfdi_1158-3428_1956_hos_1_1_1859,Travaux du Comité français de droit international privé,Compte rendu de la séance,1956,fre
oai:persee:article/tlgpa_0249-647x_1977_num_1_1_873,Travaux du Laboratoire de Géographie Physique Appliquée,"Une avancée de la lande sur la Champagne : le terrier de Boisdalon, butte cuirassée siliceuse",1977,fre
oai:persee:article/tlgpa_0249-647x_1978_num_2_1_876,Travaux du Laboratoire de Géographie Physique Appliquée,Les terroirs viticoles du Libournais : vue d'ensemble,1978,fre
oai:persee:article/tlgpa_0249-647x_1982_num_6_1_885,Travaux du Laboratoire de Géographie Physique Appliquée,Types d'évolution des versants dans l'Ouest Cameroun,1982,fre
oai:persee:article/geoly_0371-912x_1934_mon_24_20_1589,Travaux et Documents des Laboratoires de Géologie de Lyon,Première preuve de l'existence du genre Mimomys en Asie Orientale,1934,fre
oai:persee:article/geoly_0371-912x_1931_mon_17_14_1596,Travaux et Documents des Laboratoires de Géologie de Lyon,Étude de la faune du Tithonique coralligène du Gard et de l’Hérault,1931,fre
oai:persee:article/geoly_0371-912x_1925_ind_8_7_1709,Travaux et Documents des Laboratoires de Géologie de Lyon,Répertoire alphabétique des Bélemnites jurassiques précédé d’un essai de classification,1925,fre
oai:persee:article/versa_1285-8412_1998_num_1_1_975,Versalia. Revue de la Société des Amis de Versailles,Versailles et la porcelaine de Sèvres. Un septennat très positif,1998,fre
